,s1,s2,s3,s4,s5,s6,s7,output,datetimeindex,timestamp
0,-1.3964757857491115,0.6557630617895133,2.886371959024732,-1.1954218182588643,0.1173785241330207,0.3135972421420681,0.017088310964893254,-33.21394612759283,2019-05-01 00:00:00,1556668800000
1,0.11270720451231787,-0.6720984616444599,0.2587052141011803,-0.40935829034739823,-0.034855190496229434,0.12331205470143314,-0.7087573615859634,-385.02101139039183,2019-05-01 00:05:00,1556669100000
2,0.9237635795544693,0.289820174803684,0.984117052197089,0.6170173640043503,1.366398980340831,0.6972238687249502,0.826500463301564,42.45693471847903,2019-05-01 00:10:00,1556669400000
3,1.2620335463316605,-0.15169572584647445,0.9128210618126782,1.2336736125928311,-0.29981230165653944,1.2748477041795867,1.2496815145337778,131.99872298291612,2019-05-01 00:15:00,1556669700000
4,0.032973209435392684,1.2558117273032228,6.650510579366454,0.1260046431331801,1.9626931425807235,0.6422123333247503,0.34349091452425956,255.05272599895267,2019-05-01 00:20:00,1556670000000
5,0.3453403091266413,0.04408132140632635,0.4122638953128857,-1.8678737512579067,-0.2789096106085972,1.5323475707867833,-0.655678793122878,-100.01636309505439,2019-05-01 00:25:00,1556670300000
6,1.2345760686504736,0.6562823945562686,0.6612119944646769,0.538588907515648,-0.9695915411933238,0.8705851148985673,-1.4006224919314139,-22.48679457630238,2019-05-01 00:30:00,1556670600000
7,-0.4822359330858175,0.28520751398814,1.9854025076575936,-1.779746388119398,-0.21400015535207853,0.8749429909261911,0.08522375540862591,-33.1276699973833,2019-05-01 00:35:00,1556670900000
8,-0.1580015502818898,-2.3488859699574363,1.2607816561132827,-0.10141181691465113,-0.19110969224122057,0.447620156609987,0.530281232864355,-243.71511806890646,2019-05-01 00:40:00,1556671200000
9,0.7032278694104077,0.7800820378933488,0.1857517270967412,0.4610999087928176,-1.056817191692416,0.6676829006712508,-0.6118996739223789,-96.6378831829553,2019-05-01 00:45:00,1556671500000
10,1.0495720002688165,-2.31107600520533,0.49899373661873014,-1.9416097140097972,1.6025104330939044,0.5281545245903695,0.723371385885903,-315.0323396874473,2019-05-01 00:50:00,1556671800000
11,0.813996354158453,1.6556047651184533,0.7749638025426714,-0.5916884081834772,-0.3081645483819387,0.3930402898261596,-0.31287327630262585,26.308256818579952,2019-05-01 00:55:00,1556672100000
12,0.2772050917287884,0.6667516134294499,1.0333969155010303,0.29975040348653653,-2.3340467456314773,0.18048686440567355,-0.045787582212742484,-115.46806104512683,2019-05-01 01:00:00,1556672400000
13,0.6380985834818252,0.8750882114761359,0.44065635179873897,1.0973775691358045,0.6297982776957948,0.8801800706045156,-0.28117080232204433,76.14697149261454,2019-05-01 01:05:00,1556672700000
14,0.3897127476774224,1.3879552354530682,0.5691828244375954,-0.11585866486222494,0.10760801533131813,3.559343908514935,-0.10230448937337311,220.75985676438813,2019-05-01 01:10:00,1556673000000
15,0.5314395131025025,-0.29321440890332173,1.6330560162963896,0.19793288508108348,-1.312759249944008,1.5320070843184082,1.7249737636289246,180.82865693647113,2019-05-01 01:15:00,1556673300000
16,1.1260470135319642,0.6623335753232756,0.5750703342018108,-0.014420887756599205,1.0456134470978613,0.2217833383946306,-0.2667020738473169,-129.67276342351227,2019-05-01 01:20:00,1556673600000
17,-0.5403293849174016,-0.824745123595647,0.40447802979880026,1.1141598644811044,-0.8482035446005133,4.83114941019648,-0.3184815759325341,-20.146341503977595,2019-05-01 01:25:00,1556673900000
18,-0.8545776995375569,-0.5850896062128567,2.1288378262849514,0.955785981317343,0.46752226544947056,3.8651717964362624,1.9954431044968288,301.9299008017516,2019-05-01 01:30:00,1556674200000
19,-0.1851109808571105,-0.8349813501963261,0.5253322602971044,0.023907854035085874,-1.1117530416369075,2.100364767591034,1.1424427675230233,43.67706080105655,2019-05-01 01:35:00,1556674500000
20,0.5077469540268085,-1.2873499865100608,0.22579621926950333,0.3480993276963789,-0.72622005762136,1.2090940493976865,-0.49725186995130394,-231.55357404472772,2019-05-01 01:40:00,1556674800000
21,0.3103054074628761,0.8520887332488654,0.2123262692768311,1.5424817484390345,1.0629631943574998,3.5111982364401455,1.0495290735062905,262.6930914235064,2019-05-01 01:45:00,1556675100000
22,0.5087268033015203,-0.3686011364959386,1.244584004690241,0.5707226517788965,0.269338236701132,1.4084100024024788,-1.6804619564810135,-53.40835924631063,2019-05-01 01:50:00,1556675400000
23,-1.0880003302704238,-0.5015004832889414,5.980988320054133,-1.0435726878898588,-1.3845953965769804,0.3610345795251992,-0.6734244669263383,-140.09416573200423,2019-05-01 01:55:00,1556675700000
24,-1.4470611238766034,1.7970231566638397,1.2775860569883133,-0.9891641318199418,0.5371192961847757,0.5947313673719363,-2.3280423989761116,-84.8369235631763,2019-05-01 02:00:00,1556676000000
25,0.9150057797046351,0.043468495395020006,3.877559979493335,0.14074897740408837,-0.6313722393252821,1.064490136935583,0.6511736166838276,154.64519997586117,2019-05-01 02:05:00,1556676300000
26,-0.7349555359771802,1.5855219076654956,3.0170259796843015,0.4782007798132234,-0.04542540413716477,0.5946397448304858,-0.2346611094983016,161.18514159738038,2019-05-01 02:10:00,1556676600000
27,-0.8682261897529963,1.2542873500825613,0.311828898131767,0.9452885753476773,-0.9048822808820539,0.7925917081713717,-0.26154987599246937,22.768224273172425,2019-05-01 02:15:00,1556676900000
28,-1.2116349192759333,2.181057313959444,0.48051204850644275,0.8767732816104515,0.30344817618052405,1.3328105103716728,-0.20623309655886435,231.90111021287098,2019-05-01 02:20:00,1556677200000
29,1.4002130063124232,-1.215711804265251,0.13058003933651965,-0.7729596024653459,1.2294115280385607,0.5715905166994587,-2.4398097903561826,-465.4876791011304,2019-05-01 02:25:00,1556677500000
30,2.11592096472094,-1.3026153331996972,12.34309292251564,1.1234708737248578,-1.0376677700548176,0.6391667970511526,0.773486651394574,126.17043282926336,2019-05-01 02:30:00,1556677800000
31,-1.035721295514406,0.12174349688439252,3.1766589473780225,-0.806456971884809,0.7787288082812559,1.0385927870447664,-0.7322798840354379,-2.687035220245079,2019-05-01 02:35:00,1556678100000
32,1.5727261770989778,0.6086583071893167,0.41988074031012695,-0.520776494664182,0.12090952969003846,5.005851209063702,0.3053607745887185,148.458423739958,2019-05-01 02:40:00,1556678400000
33,-0.76573102945143,1.3100520049649604,2.024828418321208,0.9394702397219823,-0.2903351801168948,0.9353134260586153,0.11188900956939668,145.5798756497585,2019-05-01 02:45:00,1556678700000
34,0.006812021155469748,-1.6638491237941582,0.9906090357028897,-0.9980333105139906,0.10319469540487193,0.7754991616915653,-0.048574313849144804,-250.46293740418554,2019-05-01 02:50:00,1556679000000
35,-1.3111677179264998,-1.0521857710586076,3.7326303924443835,0.3062782885054125,0.8024878618924863,0.5795018744676782,0.4191610943945091,-42.15205486460347,2019-05-01 02:55:00,1556679300000
36,1.2566828010505802,0.6369212088314259,2.0043686512820735,-1.4595378022660892,-0.35274058108173684,1.2880472185362994,-0.49699752292944954,-7.840373818794916,2019-05-01 03:00:00,1556679600000
37,1.4888226271341825,0.9513971204263111,5.20874319017173,0.26128959024198933,1.0605550502493888,4.4992138516187,-1.7306996568455002,311.80797544647965,2019-05-01 03:05:00,1556679900000
